2,0,0,0,0,0,0,0,455,0,0,0,1820,0,0,0,4094,4094,1820,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,1820,0,0,0,4094,4094,1820,455,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,455,0,0,4094,1820,1820,455,0,0,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,4094,1820,1820,455,0,0,4094,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,1820,455,455,0,0,0,1820,0,0,0,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,1820,455,455,0,0,0,1820,0,0,0,4094,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,4094,1820,455,0,0,0,0,0,455,0,0,0,1820,0,0,0,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,1820,455,0,0,0,0,0,455,0,0,0,1820,0,0,0,4094,0,0,0,
2,0,0,0,0,0,0,0,0,4094,0,0,0,1820,455,0,0,0,0,0,0,0,0,0,0,455,0,0,0,1820,4094,0,0,0,0,0,0,0,0,0,0,4094,0,0,0,1820,455,0,0,0,0,0,0,0,0,0,0,455,0,0,0,1820,4094,0,0,
2,0,0,0,0,4094,0,0,0,1820,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1820,4094,0,0,0,0,0,4094,0,0,0,1820,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1820,4094,0,
2,4094,0,0,0,1820,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1820,4094,4094,0,0,0,1820,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1820,4094,
2,1820,4094,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,455,1820,1820,4094,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,455,1820,
2,455,1820,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,0,1820,0,0,0,455,455,1820,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,0,1820,0,0,0,455,
2,0,455,1820,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,0,1820,0,0,0,455,0,0,0,0,0,455,1820,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0,0,0,1820,0,0,0,455,0,0,0,0,
2,0,0,455,1820,0,0,0,4094,0,0,0,0,0,0,0,0,0,0,4094,1820,0,0,0,455,0,0,0,0,0,0,0,0,0,0,455,1820,0,0,0,4094,0,0,0,0,0,0,0,0,0,0,4094,1820,0,0,0,455,0,0,0,0,0,0,0,0,
2,0,0,0,455,0,0,0,1820,0,0,0,4094,0,0,0,0,0,4094,1820,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,1820,0,0,0,4094,0,0,0,0,0,4094,1820,455,0,0,0,0,0,0,0,0,0,0,0,0,
